Year/Month/Day or Period,Event,Category,Economic/Market Impact (S&P 500),,,,,,,,,,,,,,,,,,,,,
2009-3-2,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-3,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-4,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-5,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-6,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-7,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-8,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2009-3-9,Global Financial Crisis bear market,Systemic/Financials,S&P ~-57% peak-to-trough,,,,,,,,,,,,,,,,,,,,,
2008-03-16,Bear Stearns sale to JPM (Fed-assisted),Financials,Severe financial stress; temporary market relief,,,,,,,,,,,,,,,,,,,,,
2008-09-07,Fannie Mae & Freddie Mac into conservatorship,Policy/Financials,Brief relief; systemic stress persists,,,,,,,,,,,,,,,,,,,,,
2008-09-15,Lehman Brothers bankruptcy,Systemic/Financials,Panic; global sell-off,,,,,,,,,,,,,,,,,,,,,
2008-09-16,AIG rescue,Policy/Financials,Stabilization attempt amid turmoil,,,,,,,,,,,,,,,,,,,,,
2008-09-25,Washington Mutual seized,Banks,Largest U.S. bank failure; adds stress,,,,,,,,,,,,,,,,,,,,,
2008-09-29,TARP rejected (first vote),Policy,Worst S&P day in decades,,,,,,,,,,,,,,,,,,,,,
2009-03-09,Bear market trough of GFC,Market regime,End of drawdown; (marker for context),,,,,,,,,,,,,,,,,,,,,
2010-04-20,BP Deepwater Horizon spill,Energy/Regulatory,Sector sell-off; broader risk aversion noise,,,,,,,,,,,,,,,,,,,,,
2010-05-01,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-02,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-03,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-04,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-05,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-06,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-07,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-08,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-09,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-10,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-11,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-12,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-13,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-14,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-15,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-16,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-17,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-18,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-19,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-20,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-21,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-22,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-23,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-24,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-25,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-26,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-27,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-28,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-29,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-30,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-31,Greece debt scare (Eurozone I),Sovereign/Eurozone,Global risk-off episodes,,,,,,,,,,,,,,,,,,,,,
2010-05-06,Flash Crash,Market structure,Intra-day plunge ~-9% then rebound; led to new circuit breakers,,,,,,,,,,,,,,,,,,,,,
2011-03-11,Japan Tohoku quake/tsunami & Fukushima,Disaster/Nuclear,Global risk-off; U.S. weakness for days,,,,,,,,,,,,,,,,,,,,,
2011-07-01,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-02,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-03,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-04,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-05,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-06,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-07,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-08,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-09,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-10,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-11,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-12,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-13,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-14,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-15,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-16,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-17,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-18,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-19,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-20,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-21,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-22,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-23,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-24,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-25,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-26,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-27,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-28,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-29,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-30,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-07-31,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-01,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-02,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-03,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-04,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-05,U.S. debt-ceiling crisis & S&P downgrade,Policy/Sovereign,S&P -19.4% Apr–Oct; -6.7% on 2011-08-08,,,,,,,,,,,,,,,,,,,,,
2011-08-01,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-02,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-03,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-04,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-05,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-06,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-07,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-08,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-09,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-10,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-11,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-12,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-13,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-14,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-15,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-16,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-17,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-18,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-19,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-20,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-21,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-22,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-23,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-24,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-25,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-26,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-27,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-28,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-29,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-30,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-08-31,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-01,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-02,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-03,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-04,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-05,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-06,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-07,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-08,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-09,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-10,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-11,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-12,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-13,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-14,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-15,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-16,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-17,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-18,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-19,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-20,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-21,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-22,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-23,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-24,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-25,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-26,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-27,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-28,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-29,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-09-30,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-01,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-02,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-03,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-04,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-05,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-06,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-07,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-08,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-09,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-10,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-11,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-12,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-13,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-14,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-15,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-16,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-17,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-18,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-19,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-20,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-21,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-22,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-23,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-24,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-25,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
2011-10-26,Eurozone sovereign/banking crisis (wave II),Sovereign/Eurozone,Extended volatility; risk-off,,,,,,,,,,,,,,,,,,,,,
